rid,id,text,term,from,to,category,polarity
1710746,1710746:3,"But, they were too big for the bun.",NULL,0,0,FOOD#STYLE_OPTIONS,negative
1710746,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",burgers,20,27,FOOD#STYLE_OPTIONS,negative
1710746,1710746:5,Also they were $15 each!,NULL,0,0,FOOD#PRICES,negative
1710746,1710746:6,I had a huge pastrami sandwich on a roll.,pastrami sandwich on a roll,13,40,FOOD#STYLE_OPTIONS,neutral
1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,NULL,0,0,FOOD#PRICES,neutral
1710746,1710746:7,It was $14 not really bad for a pound of Pastrami-but it didn't have much taste-I've had better for less elsewhere!,NULL,0,0,FOOD#QUALITY,negative
1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,104,108,FOOD#QUALITY,negative
1713185,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",place,5,10,AMBIENCE#GENERAL,positive
1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,42,46,FOOD#QUALITY,negative
1713185,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",spice,98,103,FOOD#QUALITY,negative
1713185,1713185:2,And the Tom Kha soup was pathetic.,Tom Kha soup,8,20,FOOD#QUALITY,negative
1713185,1713185:3,If you want good authentic Thai this place is not the place to go.,Thai,27,31,FOOD#QUALITY,negative
1718513,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,100,104,FOOD#QUALITY,positive
1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",pesto pizza,4,15,FOOD#QUALITY,positive
1718513,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",spicy Italian cheese,70,90,FOOD#QUALITY,positive
1718513,1718513:2,"Conveniently located too, being right on Bedford ave.",NULL,0,0,LOCATION#GENERAL,positive
1718513,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",back garden sitting area,4,28,AMBIENCE#GENERAL,positive
1718513,1718513:4,I will definetly be going back.,NULL,0,0,RESTAURANT#GENERAL,positive
1719567,1719567:0,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,11,27,FOOD#QUALITY,positive
1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",NULL,0,0,FOOD#STYLE_OPTIONS,negative
1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",portion,52,59,FOOD#STYLE_OPTIONS,positive
1719567,1719567:1,"My husband said he could've eaten several more, the portion was fine for me he even exclaimed that the french fries were the best he has had.",french fries,103,115,FOOD#QUALITY,positive
1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,scallops,11,19,FOOD#QUALITY,positive
1719567,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,sauce,68,73,FOOD#QUALITY,positive
1719567,1719567:4,We waited at the bar and had martinis that were just right.,martinis,29,37,DRINKS#QUALITY,positive
1719567,1719567:5,We will be back.,NULL,0,0,RESTAURANT#GENERAL,positive
1723402,1723402:0,love the food.,food,9,13,FOOD#QUALITY,positive
1723402,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,japanese comfort food,48,69,FOOD#QUALITY,positive
1723402,1723402:3,and you can't beat the prices.,NULL,0,0,RESTAURANT#PRICES,positive
1723402,1723402:4,highly recommended.,NULL,0,0,RESTAURANT#GENERAL,positive
1723658,1723658:0,I've lived in NY for 5 years and this place has it all.,place,38,43,RESTAURANT#GENERAL,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",food,6,10,FOOD#QUALITY,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",menu,22,26,FOOD#STYLE_OPTIONS,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",service,34,41,SERVICE#GENERAL,positive
1723658,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",setting,63,70,AMBIENCE#GENERAL,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",dishes,4,10,FOOD#QUALITY,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",lamb sausages,62,75,FOOD#QUALITY,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",sardines with biscuits,77,99,FOOD#QUALITY,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",large whole shrimp,101,119,FOOD#QUALITY,positive
1723658,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",pistachio ice cream,135,154,FOOD#QUALITY,positive
1723658,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,place,34,39,RESTAURANT#GENERAL,positive
1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",NULL,0,0,FOOD#QUALITY,positive
1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",NULL,0,0,FOOD#STYLE_OPTIONS,positive
1726001,1726001:1,"The freshest, best variety, and the fastest delivery.",delivery,44,52,SERVICE#GENERAL,positive
1726001,1726001:2,Also very inexpensive.,NULL,0,0,RESTAURANT#PRICES,positive
1726001,1726001:3,A great choice at any cost and a great deal.,NULL,0,0,RESTAURANT#GENERAL,positive
1726001,1726001:3,A great choice at any cost and a great deal.,NULL,0,0,RESTAURANT#PRICES,positive
1726427,1726427:0,The service was excellent and the food was delicious.,service,4,11,SERVICE#GENERAL,positive
1726427,1726427:0,The service was excellent and the food was delicious.,food,34,38,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,29,34,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",ceviche mix (special),90,111,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",crab dumplings,113,127,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",assorted sashimi,129,145,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sushi,147,152,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",rolls,157,162,FOOD#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",sake,177,181,DRINKS#QUALITY,positive
1726427,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",banana tempura,191,205,FOOD#QUALITY,positive
1726427,1726427:3,Definitely a great spot for a nice occasion or date.,spot,19,23,RESTAURANT#MISCELLANEOUS,positive
1726473,1726473:0,"Average to good Thai food, but terrible delivery.",Thai food,16,25,FOOD#QUALITY,positive
1726473,1726473:0,"Average to good Thai food, but terrible delivery.",delivery,40,48,SERVICE#GENERAL,negative
1726473,1726473:1,I've waited over one hour for food.,NULL,0,0,SERVICE#GENERAL,negative
1726473,1726473:2,They were very abrupt with me when I called and actually claimed the food was late because they were out of rice.,NULL,0,0,SERVICE#GENERAL,negative
1726473,1726473:3,A Thai restaurant out of rice during dinner?,Thai restaurant,2,17,RESTAURANT#MISCELLANEOUS,negative
1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",food,4,8,FOOD#QUALITY,negative
1726473,1726473:4,"The food arrived 20 minutes after I called, cold and soggy.",NULL,0,0,SERVICE#GENERAL,negative
1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,place,20,25,RESTAURANT#PRICES,positive
1727363,1727363:1,This is a wonderful place on all stand points especially value ofr money.,place,20,25,RESTAURANT#GENERAL,positive
1727363,1727363:2,An excellent service,service,13,20,SERVICE#GENERAL,positive
1728733,1728733:1,We were greeted promptly by the waiter who was very nice and cordial.,waiter,32,38,SERVICE#GENERAL,positive
1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,NULL,0,0,SERVICE#GENERAL,positive
1728733,1728733:2,She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,85,91,FOOD#QUALITY,positive
1728733,1728733:4,The food looked very appetizing and delicious since it came on a variety of fancy plates.,food,4,8,FOOD#STYLE_OPTIONS,positive
1728733,1728733:5,We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,Gulab Jamun (dessert),40,61,FOOD#QUALITY,positive
1728733,1728733:6,I thanked my friend who recommended me this restaurant and will certainly recommend it to others.,restaurant,44,54,RESTAURANT#GENERAL,positive
1730014,1730014:1,"Service here was great, food was fantastic.",Service,0,7,SERVICE#GENERAL,positive
1730014,1730014:1,"Service here was great, food was fantastic.",food,24,28,FOOD#QUALITY,positive
1730014,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",Guacamole+shrimp appetizer,0,26,FOOD#QUALITY,positive
1730014,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",filet,61,66,FOOD#QUALITY,positive
1730014,1730014:2,"Guacamole+shrimp appetizer was really great, we both had the filet, very good, didn't much like the frites that came with, but the filet was so good, neither of us cared.",frites,100,106,FOOD#QUALITY,negative
1730014,1730014:3,Will absolutely visit again.,NULL,0,0,RESTAURANT#GENERAL,positive
1730127,1730127:0,You cannot go wrong with this place.,place,30,35,RESTAURANT#GENERAL,positive
1730127,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",food,4,8,FOOD#QUALITY,positive
1730127,1730127:1,"The food is outstanding and the service is quick, friendly and very professional.",service,32,39,SERVICE#GENERAL,positive
1730127,1730127:2,"Always a nice crowd, but never loud.",crowd,14,19,RESTAURANT#MISCELLANEOUS,positive
1730127,1730127:2,"Always a nice crowd, but never loud.",NULL,0,0,AMBIENCE#GENERAL,positive
1730127,1730127:3,Go here.,NULL,0,0,RESTAURANT#GENERAL,positive
1730127,1730127:4,Good for dates or with friends.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
1730447,1730447:0,I am reluctant to write because I would not want my jem of a pizza place to become overcrowded.,pizza place,61,72,RESTAURANT#MISCELLANEOUS,positive
1730447,1730447:1,"However, it is jus too good to not praise it.",NULL,0,0,RESTAURANT#GENERAL,positive
1730447,1730447:2,"By far, the best pizza in Manhattan.",pizza,17,22,FOOD#QUALITY,positive
1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",crust,4,9,FOOD#QUALITY,positive
1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",staff,53,58,SERVICE#GENERAL,positive
1730447,1730447:3,"The crust is thin, the ingredients are fresh and the staff is friendly.",ingredients,23,34,FOOD#QUALITY,positive
1746113,1746113:1,The menu has so many fish items and oysters.,menu,4,8,FOOD#STYLE_OPTIONS,positive
1746113,1746113:3,"The fish was really,really fresh.",fish,4,8,FOOD#QUALITY,positive
1746113,1746113:5,We all agreed that mare is one of the best seafood restaurants in New York.,mare,19,23,RESTAURANT#GENERAL,positive
1748813,1748813:0,I stumbled upon this great pizzeria as I explored my new neighborhood.,pizzeria,27,35,RESTAURANT#GENERAL,positive
1748813,1748813:1,All of the pizzas are terrific and the price is even better!,pizzas,11,17,FOOD#QUALITY,positive
1748813,1748813:1,All of the pizzas are terrific and the price is even better!,pizzas,11,17,FOOD#PRICES,positive
1748813,1748813:2,I highly recommend the Sophia pizza.,Sophia pizza,23,35,FOOD#QUALITY,positive
1748813,1748813:3,It's to die for!,NULL,0,0,FOOD#QUALITY,positive
1748839,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,food,4,8,FOOD#QUALITY,negative
1748839,1748839:0,The food was mediocre at best but it was the horrible service that made me vow never to go back.,service,54,61,SERVICE#GENERAL,negative
